gvkey;name;factiva_name;factiva_code
111537;UNION BANKSHARES INC;Union Bankshares Inc;UNONVT
111721;EAGLE BANCORP INC;Eagle Bancorp Inc;EGLBMD
111779;COBIZ FINANCIAL INC;BOK Financial Corp;BOKC
111819;ORRSTOWN FINANCIAL SERVICES INC;Orrstown Financial Services Inc;RSTNFN
111864;COGNIZANT TECHNOLOGY SOLS CORP;;
111873;RESTORATION HARDWARE HLDGS INC;;
111940;FIRST BANCORP INC ME;;
111974;TOWNSQUARE MEDIA INC;Townsquare Media, LLC;RGNTCM
112111;COSTAR GROUP INC;CoStar Group Inc;RLINGP
112112;BANK OF COMMERCE HOLDINGS;Bank of Commerce Holdings;RDDNBP
112168;REPUBLIC SERVICES INC;Republic Services Inc;RPBSRV
112254;PEOPLES FINANCIAL CORP MS;;
112295;FIRST COMMUNITY CORP SC;;
112754;DYAX CORP;Dyax Corp;PECMA
112968;MANNATECH INC;Mannatech, Inc;MANNTI
113093;SALISBURY BANCORP INC;Salisbury Bancorp Inc.;SLBNCR
113269;DATALINK CORP;Datalink Corp;DTALIN
113362;DIGITAL RIVER INC;Digital River Inc;DIGRIV
113419;CONVERGYS CORP;;
113490;CROWN CASTLE INTERNATIONAL CORP;Crown Castle International Corp;CRWCAS
114370;I X Y S CORP DEL;Itron Inc;ITRN
114484;LEAP WIRELESS INTL INC;;
114524;EBAY INC;eBay Incorporated;EBAYUS
114628;GOLDMAN SACHS GROUP INC;The Goldman Sachs Group Incorporated;GLDMNS
114880;MACKINAC FINANCIAL CORP;Mackinac Financial Corp.;NOCOUN
114956;XENITH BANKSHARES INC;Xenith Bankshares Inc.;HMPROD
115404;WEBMD HEALTH CORP;HLTH Corporation;HEACOR
115876;PROSPERITY BANCSHARES INC;Prosperity Bancshares Inc;PRSBNC
116166;PARK CITY GROUP INC;Park City Group Inc;EQUGRO
116504;SELECT COMFORT CORP;Sleep Number Corp;SELTCO
116787;CONCUR TECHNOLOGIES INC;Concur Technologies Inc;COCUTE
117026;GREENE COUNTY BANCORP INC;;
117141;ENTERPRISE FINANCIAL SVCS CORP;;
117768;NVIDIA CORP;;
117861;AMERICAN AXLE & MFG HLGDS INC;;
117902;ENTERCOM COMMUNICATIONS CORP;Entercom Communications Corp;ENCMBR
118042;EAST WEST BANCORP INC;East West Bancorp Inc;EWFSL
118081;ALBANY MOLECULAR RESEARCH INC;Albany Molecular Research Inc;ALBRES
118223;BOTTOMLINE TECHNOLOGIES DEL INC;;
118264;GAMCO INVESTORS INC;GAMCO Investors Inc.;GABAMG
118267;KORN FERRY INTERNATIONAL;Korn Ferry;KRNFRY
119173;AUTOBYTEL INC;;
119275;M K S INSTRUMENTS INC;;
119316;TREX COMPANY INC;Trex Company Inc;TRXC
119414;CAPITOL FEDERAL FINANCIAL INC;Capitol Federal Financial Inc.;CAPFED
119756;STANCORP FINANCIAL GROUP INC;Stancorp Financial Group Inc;STINO
120048;HEIDRICK & STRUGGLES INTL INC;Heidrick & Struggles International Inc;HEIDRS
120093;CONSOL ENERGY INC;CNX Resources Corp;CONCOL
120134;INFORMATICA CORP;Informatica Corp;INFOMC
120297;LIFEPOINT HOSPITALS INC;LifePoint Health Inc;LFPONT
120318;TOWNEBANK;TowneBank;TWNEBK
120359;T W TELECOM INC;;
120444;WESCO INTERNATIONAL INC;WESCO International Inc.;WSCINT
120458;BANKRATE INC DE;;
120774;BROCADE COMMUNICATIONS SYS INC;;
120824;U S CONCRETE INC;U.S. Concrete Inc;USCONC
120877;REYNOLDS AMERICAN INC;Reynolds American Inc.;RJRTOB
121077;F 5 NETWORKS INC;;
121142;SKECHERS U S A INC;;
121381;PACIFIC MERCANTILE BANCORP;Pacific Mercantile Bancorp;PCMCBK
121382;S B A COMMUNICATIONS CORP;;
121440;UNITED THERAPEUTICS CORP;United Therapeutics Corp;UTTHPC
121673;STAMPS COM INC;Stamps.com Inc;STMPUS
121713;FINANCIAL INSTITUTIONS INC;Financial Institutions Inc;FNINST
121718;JUNIPER NETWORKS INC;Juniper Networks Inc;JUNNET
121759;I D SYSTEMS INC;I.D. Systems Inc;IDSYST
121815;ENCORE CAPITAL GROUP INC;Encore Capital Group Inc;MCMCAP
121816;PRIVATEBANCORP INC;PrivateBancorp Inc;PRIVBC
121817;SALEM COMMUNICATIONS CORP;;
122015;HUDSON CITY BANCORP INC;Hudson City Bancorp Inc;HUDCIB
122061;T I B C O SOFTWARE INC;;
122078;N I C INC;;
122172;J2 GLOBAL INC;j2 Global Inc.;JFAXC
122175;VIRNETX HOLDING CORP;;
122211;HOOKER FURNITURE CORP;Hooker Furniture Corp;HOOKF
122257;BIOMARIN PHARMACEUTICAL INC;Biomarin Pharmaceutical Inc;BIOMPH
122380;LENNOX INTERNATIONAL INC;Lennox International Inc.;LENIND
122394;PERFICIENT INC;Perficient Inc.;PRFUSA
122519;1 800 FLOWERS COM INC;1-800-Flowers.com Inc;EIGHFL
122674;MOVE INC;Move Inc;HMSTOR
122841;RED HAT INC;Red Hat Inc;RHAT
122902;NETSCOUT SYSTEMS INC;NetScout Systems Inc;FRNSFT
124036;EGAIN COMMUNICATIONS CORP;;
124038;INTERACTIVE INTELLIGENCE GRP INC;;
124254;OMNOVA SOLUTIONS INC;OMNOVA Solutions Inc;OMNVSL
124358;INTERNAP NETWORK SERVICES CORP;;
124434;BLACKROCK INC;BlackRock Inc.;BLAMAN
124775;CIRCOR INTERNATIONAL INC;CIRCOR International, Inc.;CIRCIN
125014;P C TEL INC;;
125234;CITIZENS HOLDING CO;;
125240;WORLD WRESTLING ENTMT INC;;
125580;SOUTHERN FIRST BANCSHARES INC;Southern First Bancshares Inc.;GRNFBN
125595;AKAMAI TECHNOLOGIES INC;Akamai Technologies Inc;AKMT
125601;GAIAM INC;Gaia Inc;GAIAMI
125794;NEOGENOMICS INC;NeoGenomics Inc;AMCMET
125975;COLLECTORS UNIVERSE INC;Collectors Universe Inc;PROCGS
126056;KRATOS DEFENSE & SECUR SOLS INC;;
126136;CHARTER COMMUNICATIONS INC;Charter Communications Inc;CHCOMI
126296;EXPEDIA INC DE;;
126318;IMMERSION CORP;Immersion Corp;IMMSN
126417;FINISAR CORP;Finisar Corporation;FINNIS
126423;RUDOLPH TECHNOLOGIES INC;Rudolph Technologies Inc;RUDLTH
126554;AGILENT TECHNOLOGIES INC;Agilent Technologies Inc;AGLTCH
126600;SCIQUEST INC NEW;;
126718;PFSWEB INC;PFSWeb Inc;PFSW
126721;TELEDYNE TECHNOLOGIES;Teledyne Technologies Inc;TLDTCH
127094;X O GROUP INC;;
127377;B G C PARTNERS INC;;
127797;MUTUALFIRST FINL INC;;
128978;PACKAGING CORP AMERICA;Tenneco Inc;TNNIH
129823;BEASLEY BROADCAST GROUP INC;Beasley Broadcast Group Inc;BBPHIL
129840;MATTERSIGHT CORP;Mattersight Corporation;ELOYTY
130200;GENTIVA HEALTH SERVICES INC;Gentiva Health Services Inc ;GNHLSV
130762;INTERSIL CORP;Intersil Corporation;INTSL
133246;INTERMUNE INC;InterMune Inc.;INTPHR
133288;SILICON LABORATORIES INC;Silicon Laboratories Inc;SLILAB
133366;EDWARDS LIFESCIENCES CORP;Edwards Lifesciences Corp;EDLFSC
133504;LUMINEX CORP;;
133726;CABOT MICROELECTRONICS CORP;Cabot Microelectronics Corp;CABMCR
133764;EAGLE BANCORP MONTANA INC;Eagle Bancorp Montana Inc;EGLBND
133766;HEALTHSTREAM INC;HealthStream Inc.;HLTSTR
133767;KRISPY KREME DOUGHNUTS INC;Krispy Kreme Doughnuts Inc;KRISP
133768;METLIFE INC;MetLife Inc.;METLFE
133868;LEXICON PHARMACEUTICALS INC;Lexicon Pharmaceuticals Inc.;LEXGEN
133869;LIVEPERSON INC;LivePerson Inc;LIVEPS
133871;SANGAMO BIOSCIENCES INC;Sangamo Therapeutics Inc;SGBIO
133885;EXELIXIS INC;Exelixis Inc;XXLIK
134305;MAGNETEK INC;Magnetek Inc;MAGTK
134932;ON SEMICONDUCTOR CORP;ON Semiconductor Corp;SCGHLD
135484;FRONTIER COMMUNICATIONS CORP;;
135788;CEVA INC;CEVA Inc;PARCEV
135990;N R G ENERGY INC;;
136186;INSMED INC;Insmed Inc.;CLTXL
136265;PACWEST BANCORP DE;;
136648;VISTEON CORP;Avio Corp;VSTNCP
136725;INTUITIVE SURGICAL INC;Intuitive Surgical Inc;INSURG
136804;CEPHEID;Cepheid;CPHEID
137024;BASIC ENERGY SERVICES INC;Basic Energy Services Inc;SIEWEL
137131;CHARLES RIVER LABS INTL INC;;
137232;JANUS CAP GROUP INC;;
137351;BERKSHIRE HILLS BANCORP INC;Berkshire Hills Bancorp Inc;BKHLBN
137432;DELTA APPAREL INC;Delta Apparel Inc;DLTAPP
137573;ENTEGRIS INC;Entegris Inc;FLUWR
137611;SOHU COM INC;Sohu.com Incorporated;SOHINT
137704;OMNIVISION TECHNOLOGIES INC;OmniVision Technologies Inc;OMNIV
137943;ENTRAVISION COMMUNICATIONS CORP;Entravision Communications Corp;ENTVIS
138126;KERYX BIOPHARMACEUTICALS INC;Keryx Biopharmaceuticals Inc;KERY
138205;ILLUMINA INC;Illumina Inc;ILLMNA
138483;BRUKER CORP;;
138608;MEDICINES COMPANY;The Medicines Company;MEDCCO
138743;EQUINIX INC;Equinix Inc;EQNXIN
139025;PINNACLE FINANCIAL PARTNERS INC;Pinnacle Financial Partners Inc;PNFNPT
139665;MOODYS CORP;Moody's Corp;DUNBST
139804;TTM TECHNOLOGIES INC;TTM Technologies Inc;TTMTCH
140541;COACH INC;American Capital Ltd.;AMRCAP
140759;IXIA;Ixia;IXIAC
140760;MONSANTO CO NEW;;
140983;BANK MUTUAL CORP NEW;;
140988;TRINET GROUP INC;TriNet Group Inc;TRNEUS
141236;ALLIANCE FIBER OPTIC PRODS INC;;
141277;EXACT SCIENCES CORP;;
141359;RESOURCES CONNECTION INC;Resources Connection Inc;RSCCON
141384;ALIGN TECHNOLOGY INC;Align Technology Inc;ALIGNT
141389;CASCADE MICROTECH INC;Cascade Microtech Inc;CSCMIC
141460;SEATTLE GENETICS INC;Seattle Genetics Inc;SEATGE
141496;DYNAVAX TECHNOLOGIES CORP;Dynavax Technologies Corp;DYNAVT
141846;ACADIA PHARMACEUTICALS;ACADIA Pharmaceuticals Inc;ACADIA
141913;GLOBAL PAYMENTS INC;Global Payments Inc.;GLOPMT
142088;CENTERSTATE BANKS INC;CenterState Bank Corp.;CTSTBK
142260;OIL STATES INTERNATIONAL INC;Oil States International Inc;OILSTS
142337;NORTHERN OIL & GAS INC;Northern Oil & Gas, Inc.;KNTXPL
142460;PEABODY ENERGY CORP;Peabody Energy Corp;PBDY
142462;PHOENIX COS INC;;
142546;MARINE PRODUCTS CORP;Marine Products Corp;MRPRDT
142814;SYNAPTICS INC;Synaptics Inc;SYNPTC
142956;OMNICELL INC;Omnicell Inc;OMNCEL
143153;SHORE BANCSHARES INC;Shore Bancshares Inc;SHOREB
143356;PRUDENTIAL FINANCIAL INC;Prudential Financial Inc;PRUINS
143421;WRIGHT MEDICAL GROUP INC;Wright Medical Group Inc;WMEDT
143640;KINDER MORGAN MANAGEMENT LLC;Kinder Morgan Management LLC;KINMMG
143710;GLOBAL POWER EQUIPMENT GROUP INC;Williams Industrial Services Group Inc.;GLPOWQ
143912;TASER INTERNATIONAL INC;Axon Enterprise Inc.;TASRIN
143974;ALLIANCE DATA SYSTEMS CORP;;
144066;ROCKWELL COLLINS INC;Rockwell Collins Inc;RKWLCL
14438;A D T CORP;;
144396;CROSS COUNTRY HEALTHCARE INC;Cross Country Healthcare Inc.;CRSCNT
144436;NATUS MEDICAL INC;Natus Medical Inc;NATUSM
144437;P D F SOLUTIONS INC;;
144640;ASBURY AUTOMOTIVE GROUP INC;Asbury Automotive Group Inc;ASAUT
144998;X P O LOGISTICS INC;;
145041;BIG 5 SPORTING GOODS CORP;Big 5 Sporting Goods Corp;BIGSG
145042;ADVISORY BOARD CO;The Advisory Board Company;ADBORD
145049;GAMESTOP CORP NEW;;
145308;WEIGHT WATCHERS INTL INC NEW;;
145552;CENTENE CORP DEL;;
145636;CHARTER FINANCIAL CORP;;
145701;PRINCIPAL FINANCIAL GROUP INC;Principal Financial Group Inc;PMLIFE
145977;ADVANCE AUTO PARTS INC;Advance Auto Parts Inc;ADVPTS
146017;ACUITY BRANDS INC;Acuity Brands Inc;ACUITY
146156;ALERE INC;Abbott Laboratories Inc.;ABOTLB
146171;MANTECH INTERNATIONAL CORP;ManTech International Corp;MANTIN
146648;CUTERA INC;Cutera Inc;ALTSMD
147175;LORILLARD INC;Lorillard Inc;LTOB
147204;COGENT COMMUNICATIONS GROUP INC;Cogent Communications Holdings Inc;COGENT
147242;VERINT SYSTEMS INC;Verint Systems Inc;VRNTSY
147305;JETBLUE AIRWAYS CORP;JetBlue Airways Corp.;JETBLU
147349;UNI PIXEL INC;Uni-Pixel, Inc.;UNIPXL
147579;NETFLIX INC;NETFLIX Inc;NETFLI
147638;REGAL ENTERTAINMENT GROUP;Cineworld Group PLC;CINEW
147661;AEROPOSTALE INC;ARO Liquidation, Inc.;APOSTL
147708;CALAVO GROWERS INC;Calavo Growers Inc;CAVOGR
147849;COMPUTER PROGRAMS & SYSTEMS INC;Computer Programs & Systems Inc;CPSI
147868;OVERSTOCK COM INC DEL;Orion Group Holdings Inc;ORIOMG
147988;A E C O M TECHNOLOGY CORP;;
148169;IDENIX PHARMACEUTICALS INC;Idenix Pharmaceuticals Inc;NVIRIO
148217;FAIRPOINT COMMUNICATIONS INC;FairPoint Communications, Inc.;FPOINT
148219;BIODELIVERY SCIENCES INTL INC;;
148223;GREAT LAKES DREDGE & DOCK CORP;Great Lakes Dredge & Dock Corp;GRELAK
148349;TRANSDIGM GROUP INC;TransDigm Group Inc.;TRANSD
148350;TRAVELCENTERS AMERICA LLC;;
148390;FORMFACTOR INC;FormFactor Inc;FFACT
148391;KIRKLANDS INC;Kirkland's Inc;KRKINC
148410;LEAPFROG ENTERPRISES INC;LeapFrog Enterprises Inc;LPFRG
148469;SAFETY INSURANCE GROUP INC;Safety Insurance Group Inc;SFTINS
148470;RED ROBIN GOURMET BURGERS INC;Red Robin Gourmet Burgers Inc;REROBI
148950;ENPRO INDUSTRIES INC;EnPro Industries Inc;ENPROI
149070;C M E GROUP INC;;
149082;WESTWOOD HOLDINGS GROUP INC;Westwood Holdings Group Inc;WESTWD
149177;NEXSTAR BROADCASTING GROUP INC;Northwest Natural Holding Company;NWNG
149318;WYNN RESORTS LTD;Wynn Resorts Ltd;WYNNR
149337;NASDAQ O M X GROUP INC;;
149618;FIRST PACTRUST BANCORP INC;Banc of California Inc.;FSTPCT
149683;CHINA AUTOMOTIVE SYSTEMS INC;China Automotive Systems Inc;VSIONG
149721;TRAVELZOO INC;Travelzoo Inc.;TRVLZO
149738;C I T GROUP INC NEW;;
150139;DICKS SPORTING GOODS INC;Dick's Sporting Goods Inc;DKSPTS
150258;HORNBECK OFFSHORE SVCS INC NEW;;
150278;CARTERS INC;Carter's Inc;CARW
150279;PROVIDENT FINANCIAL SVCS INC;;
150306;TEXAS CAPITAL BANCSHARES INC;Texas Capital Bancshares Inc;TCBEAC
150477;PORTFOLIO RECOVERY ASSOCIATES IN;;
150481;SAIA INC;Saia, Inc.;SCSTRN
150562;NATURAL GAS SERVICES GROUP INC;Natural Gas Services Group Inc;NGSGRP
150699;CIMAREX ENERGY CO;Cimarex Energy Co;CIMENG
151544;PARKE BANCORP INC;;
151630;HALOZYME THERAPEUTICS INC;Halozyme Therapeutics Inc;GLYASR
152049;FIRST BANCSHARES INC MS;;
152149;MOLINA HEALTHCARE INC;Momenta Pharmaceuticals Inc;MMNPHA
153813;D T S INC;;
154039;NETGEAR INC;Netgear Inc;NTGEAR
154357;Q E P RESOURCES INC;;
154755;CAPITALSOURCE INC;CapitalSource Inc;CAPSOU
154757;CLIFTON SAVINGS BANCORP INC;;
154758;PROVIDENCE SERVICE CORP;The Providence Service Corporation;PSMYS
155280;AIR TRANSPORT SERVICES GROUP INC;Air Transport Services Group Inc.;ABXAIR
155387;TROVAGENE INC;TrovaGene Inc;USKARP
155393;WHITING PETROLEUM CORP NEW;;
155738;NELNET INC;Nelnet Inc.;NELNET
156153;TESSERA TECHNOLOGIES INC;Xperi Corp;TESSRA
156155;SYNNEX CORP;SYNNEX Corp;SYNITE
156157;MARLIN BUSINESS SVCS CORP;;
156383;AMERICAN EQUITY INVT LIFE HLDG C;;
156578;ADA ES INC;Advanced Emissions Solutions, Inc.;ADAESC
156613;CALLIDUS SOFTWARE INC;Callidus Software Inc;CALSFT
156614;CONNS INC;Conn's Inc;CONSAP
156617;ACORDA THERAPEUTICS INC;Acorda Therapeutics Inc;ACTGER
156633;UNIVERSAL TECHNICAL INSTITUTE IN;;
156861;TEMPUR PEDIC INTERNATIONAL INC;Tempur Sealy International Inc.;TEMPED
156953;HILLTOP HOLDINGS INC;Hilltop Holdings Inc.;AFRCOM
157057;ASSURANT INC;Assurant, Inc.;ASRANT
157074;CROSSTEX ENERGY INC;Crosstex Energy Inc;CROSTE
157153;COMPASS MINERALS INTL INC;;
157218;BUFFALO WILD WINGS INC;Buffalo Wild Wings Inc;BUFWNG
157354;KRONOS WORLDWIDE INC;Kronos Worldwide Inc;KRONWW
157415;T R W AUTOMOTIVE HOLDINGS CORP;;
157755;MARCHEX INC;Marchex Inc;MRCHE
157855;SALESFORCE COM INC;Salesforce.com Inc;SALESF
157862;INTERSECTIONS INC;Intersections Inc;ISECTS
157954;SANTARUS INC;Santarus Inc;SNTRUS
158354;GENWORTH FINANCIAL INC;Genworth Financial, Inc.;GENWTH
158563;CYTOKINETICS INC;Cytokinetics Inc;CYTKIN
158587;BANCORP INC;The Bancorp Inc ;BNCRIN
158742;MARKETAXESS HLDGS INC;;
158743;B & G FOODS INC NEW;;
158791;PROCERA NETWORKS INC;Procera Networks Inc;ZOWCOM
160211;DOMINOS PIZZA INC;Domino's Pizza Inc;DOMZ
160213;G S I TECHNOLOGY INC;;
160216;MULTI FINELINE ELECTRONIX INC;Multi-Fineline Electronix Incorporated;MFEI
160225;MASTERCARD INC;MasterCard Inc;INTBMC
160255;HOSPIRA INC;Hospira Inc;HOSPRA
160256;METROPCS COMMUNICATIONS INC;MetroPCS Communications Inc.;GENWIR
160272;AUXILIUM PHARMACEUTICALS;Auxilium Pharmaceuticals, Inc.;AUXLMP
160282;XERIUM TECHNOLOGIES INC;Xerium Technologies, Inc.;XERTEC
160329;GOOGLE INC;Google LLC;GOGNEW
160341;W & T OFFSHORE INC;W & T Offshore Inc;WATOI
160373;MORNINGSTAR INC;Molina Healthcare Inc;MOLMED
160376;TEXAS ROADHOUSE INC;Texas Roadhouse Inc;TXRDHS
160423;BANKWELL FINANCIAL GROUP INC;Bankwell Financial Group, Inc.;NWCANN
160546;WASHINGTONFIRST BANCSHARES INC;;
160570;COMMERCIAL VEHICLE GROUP INC;Commercial Vehicle Group Inc;CMMVHL
160578;OHR PHARMACEUTICAL INC;Ohr Pharmaceutical Inc;PRMRES
160598;BEACON ROOFING SUPPLY INC;Beacon Roofing Supply, Inc.;BEACRF
160600;SYMMETRY MEDICAL INC;Symmetry Medical Inc;SYMMED
160667;S I FINANCIAL GROUP INC MD;;
160681;HYSTER YALE MATERIALS HANDLG INC;;
160684;WESTLAKE CHEMICAL CORP;;
160742;COFFEE HOLDING CO INC;Coffee Holding Co., Inc.;CFFHCI
160770;MIRATI THERAPEUTICS INC;Mercury Systems Inc;MRCRY
160776;SIGNATURE BANK NEW YORK N Y;;
160785;VIAD CORP;Viad Corp;GRYHND
160888;MONOLITHIC PWR SYS INC;;
160891;ACCESS NATIONAL CORP;Access National Corp;ACSNAT
160893;ENERSYS;EnerSys Inc;ENERSY
160912;DREAMWORKS ANIMATION S K G INC;;
160913;ORMAT TECHNOLOGIES INC;Ormat Technologies Inc;ORMATT
161036;MATTRESS FIRM HOLDING CORP;Mattress Firm Holding Corp.;MATFRM
161040;HEARTLAND PAYMENT SYSTEMS INC;Heartland Payment Systems Inc;HPAYSY
161055;BUILD A BEAR WORKSHOP INC;Build-A-Bear Workshop, Inc.;BILBEA
161088;RAPTOR PHARMACEUTICAL CORP;Horizon Pharma PLC;NITEPA
161120;MACQUARIE INFRASTRUCTURE CO LLC;Macquarie Infrastructure Corp.;MACOTR
161843;MANITEX INTERNATIONAL INC;Manitex International Inc.;VTEKIC
161844;LAS VEGAS SANDS CORP;Las Vegas Sands Corporation;LVSI
161853;KEARNY FINANCIAL CORP;Kearny Financial Corp.;KFCORP
161924;PRUDENTIAL BANCORP INC PA;;
161942;BANKFINACIAL CORP;;
161997;HURON CONSULTING GROUP INC;Huron Consulting Group Inc.;HURCON
162076;AMERICAN REPROGRAPHICS CO;;
162127;CONSOLIDATED COMMS HLDGS INC;;
162129;MOSAIC COMPANY NEW;;
162233;DIGITAL ALLY INC;Digital Ally Inc;VGSPIN
162254;CELANESE CORP DEL;;
162264;NEENAH PAPER INC;Neenah Inc;NEEPAP
162293;FIRST INTERNET BANCORP;First Internet Bancorp;FIRIBI
162335;PRESTIGE BRANDS HOLDINGS INC;Prestige Consumer Healthcare Inc.;PBRAND
162354;DOLBY LABORATORIES INC;Dolby Laboratories Inc;DLBY
162386;F T D COMPANIES INC;;
162401;HUNTSMAN CORP;Huntsman Corp.;HUCCO
162404;L H C GROUP;;
162448;ALPHA NATURAL RESOURCES INC;Contura Energy Inc;ALPNRL
162449;EXLSERVICE HOLDINGS INC;ExlService Holdings, Inc.;EXLSHI
162459;BILL BARRETT CORP;;
162489;GUARANTY BANCORP;Guaranty Bancorp Inc;CENBHI
162501;OTELCO INC;Otelco Inc.;OTLCIN
162557;UNITED FINANCIAL BANCORP INC MD;;
162560;B OF I HOLDING INC;;
162733;VERIFONE SYSTEMS INC;Francisco Partners Management LLC;FCOPAR
162742;FREIGHTCAR AMERICA INC;FreightCar America Inc;FCAACQ
162770;SYNTA PHARMACEUTICALS CORP;Madrigal Pharmaceuticals Inc.;SYNTPC
162809;XENOPORT INC;XenoPort Inc;XENP
162876;CORE MARK HOLDING CO INC;Core-Mark Holding Co Inc;FLEMS
162887;DEXCOM INC;DexCom Inc;DEXCOI
162907;SILICON GRAPHICS INTL CORP;;
162941;TRIANGLE PETROLEUM CORP;Triangle Petroleum Corp.;PELORI
162957;ROCKWOOD HOLDINGS INC;Rockwood Holdings Inc;RCKWHI
162988;ZUMIEZ INC;Brentwood Associates;BRNTWD
163036;BUILDERS FIRSTSOURCE INC;Builders FirstSource Inc;BLDFST
163051;CITI TRENDS INC;Citi Trends Inc;CTRNDI
163113;KOPPERS HOLDINGS INC;Koppers Holdings Inc.;KPRSIN
163595;PACIFIC ETHANOL INC;Pacific Ethanol, Inc.;PCFETH
163610;INTERCONTINENTALEXCHANGE INC;Intercontinental Exchange Inc.;INTCE
163627;DIAMOND FOODS INC;Diamond Foods Inc;DDWALG
163629;NEUSTAR INC;NeuStar, Inc.;NUSTAR
163669;I T C HOLDINGS CORP;;
163765;COOPER STANDARD HOLDINGS INC;Cooper-Standard Holdings Inc.;COSTAA
163768;GLOBAL TELECOM & TECHNOLOGY INC;GTT Communications Inc.;MRCTRQ
163772;SPANSION INC;Cypress Semiconductor Corp;CYPS
163878;CAPELLA EDUCATION CO;;
163887;ORCHIDS PAPER PRODUCTS CO;Orchids Paper Products Co.;ORCPAP
163889;ATRICURE INC;AtriCure, Inc.;ATRICU
163891;RUTHS HOSPITALITY GROUP INC;;
163920;WESTERN ALLIANCE BANCORPORATION;Western Alliance Bancorp;WALLIB
163939;ALON U S A ENERGY INC;;
163946;C F INDUSTRIES HOLDINGS INC;;
163948;DRESSER RAND GROUP INC;Dresser-Rand Group Inc.;DRERAN
163965;CYTOSORBENTS CORP;;
163983;TREEHOUSE FOODS INC;TreeHouse Foods Inc;TRHOFO
164116;OMEGA FLEX INC;Omega Flex Inc.;OFLEXI
164255;JAMBA INC;Jamba Inc;SERACC
164266;MEDIVATION INC;Medivation Inc;ORAQII
164290;KONA GRILL INC;Kona Grill, Inc.;KGRILI
164364;INVESTORS BANCORP INC;Investors Bancorp Inc.;INVBCI
164365;WATERSTONE FINANCIAL INC;Waterstone Financial Inc;WAWHOL
164416;IROBOT CORP;iRobot Corp;IROBOC
164422;DEALERTRACK HOLDINGS INC;Dealertrack Technologies Inc.;DEALTK
164432;N C I INC;;
164494;SPIRIT AEROSYSTEMS HOLDINGS INC;Spirit Aerosystems Holdings Inc;SARSYI
164506;A C C O BRANDS CORP;;
164511;ADVAXIS INC;Advaxis Inc;GRTEXA
164557;R B C BEARINGS INC;;
164572;AMERISAFE INC;AMERISAFE Inc. ;AMERSF
164606;TOWN SPORTS INTL HOLDINGS INC;;
164609;GENOMIC HEALTH INC;Genomic Health, Inc.;GENOHI
164612;NXSTAGE MEDICAL INC;NxStage Medical Inc;NXSME
164633;HOME BANCSHARES INC;Home Bancshares Inc;HBANCI
164652;BROOKDALE SENIOR LIVING INC;Brookdale Senior Living Inc.;BSLIVI
164660;CLEAR CHANNEL OUTDOOR HLDGS INC;;
164664;CYNOSURE INC;Cynosure Inc;CYNSUR
164680;KAPSTONE PAPER & PACKAGING CORP;;
164708;AMERIPRISE FINANCIAL INC;Ameriprise Financial Inc;AMEXFA
164755;CROCS INC;Crocs Inc;WBRANL
165051;SUNPOWER CORP;Cypress Semiconductor Corp;CYPS
165052;UNDER ARMOUR INC;Under Armour Incorporated;UNDARM
165215;ZIOPHARM ONCOLOGY INC;ZIOPHARM Oncology Inc.;ESYWEB
165264;FIDELITY NATIONAL FINL INC NEW;;
165284;FIRST BUSINESS FINL SVCS INC;;
165358;AMERICAN RAILCAR INDUSTRIES INC;American Railcar Industries Inc;ARAIII
165630;SUMMIT STATE BANK;Summit State Bank;SUMMSB
165652;WESTERN REFINING INC;Western Refining Inc;WESTR
165675;VIACOM INC NEW;;
165746;LIVE NATION ENTERTAINMENT INC;Live Nation Entertainment Inc.;CCESPN
165845;NTELOS HOLDINGS CORP;NTELOS Holdings Corp;CFWCM
165856;H & E EQUIPMENT SERVICES INC;H & E Equipment Services Inc;HEQUIP
165914;CHIPOTLE MEXICAN GRILL INC;Chipotle Mexican Grill Inc.;CHIPMG
165924;MORGANS HOTEL GROUP CO;Magellan Health Inc.;CHARMD
165993;FIDELITY NATIONAL INFO SVCS INC;;
166005;AMTRUST FINANCIAL SERVICES INC;AmTrust Financial Services, Inc.;AMTFSI
166087;AIR INDUSTRIES GROUP;Air Industries Group;HTHNUT
166213;LIQUIDITY SERVICES INC;Liquidity Services Inc;LIQSER
166230;KRATON PERFORMANCE POLYMERS INC;Kraton Corporation;KRTPOL
166435;VANDA PHARMACEUTICALS INC;Vanda Pharmaceuticals Inc.;VNDAPH
166482;MUELLER WATER PRODUCTS INC;Mueller Water Products Inc;MULR
166563;DELEK U S HOLDINGS INC;Delek US Holdings, Inc.;DELUHI
166593;SYNCHRONOSS TECHNOLOGIES INC;Synchronoss Technologies Inc.;SRNOSS
166639;C T C MEDIA INC;;
166711;SEQUENTIAL BRANDS GROUP INC;Sequential Brands Group Inc;CENTPC
166747;UNITED COMMUNITY BANCORP IN;;
166789;GENERAL FINANCE CORP;General Finance Corp.;GNFNCR
170307;PHOTOMEDEX INC;FC Global Realty Inc;LASERP
170335;PROOFPOINT INC;Proofpoint Inc.;PRFPNI
170384;GOGO INC;Gogo Inc.;ARCLLH
170396;CUSTOMERS BANCORP INC;Customers Bancorp Inc.;CUBAVY
170419;HOMETRUST BANCSHARES INC;HomeTrust Bancshares Inc.;HTBKZZ
170420;CANCER GENETICS INC;Cancer Genetics Inc.;CNCGNI
170444;INFOBLOX INC;Infoblox Inc;INFOBL
